Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2011-10-29,Brisbane,19.8,26.4,0.0,4.8,5.7,ENE,19.0,NNW,NE,4.0,7.0,62.0,60.0,1016.2,1013.1,8.0,2.0,22.6,24.9,No,No
2012-05-22,Perth,7.3,21.3,0.0,3.0,9.4,S,35.0,SSE,SSE,9.0,19.0,77.0,57.0,1026.6,1025.8,0.0,1.0,15.2,20.1,No,No
2009-04-28,SalmonGums,5.5,23.1,0.0,,,SE,31.0,SE,SSE,19.0,15.0,64.0,39.0,,,,,18.1,22.3,No,No
2010-04-30,Walpole,12.1,23.0,0.0,,,NW,57.0,NW,WNW,19.0,33.0,81.0,63.0,1018.5,1016.0,,,17.1,21.8,No,Yes
2010-06-10,Wollongong,10.1,15.4,0.0,,,W,83.0,WSW,WSW,22.0,19.0,47.0,34.0,1017.4,1018.0,,,11.7,15.2,No,No
2014-06-21,PerthAirport,9.1,19.5,0.2,0.6,3.3,N,52.0,N,SW,24.0,19.0,51.0,90.0,1011.1,1008.5,1.0,8.0,14.9,15.8,No,Yes
2009-11-04,Richmond,19.2,22.6,0.2,11.2,,SE,44.0,ENE,ENE,7.0,15.0,80.0,75.0,1016.1,1014.8,,,19.3,20.6,No,No
2012-09-26,Launceston,3.6,17.2,0.1,,,NNW,37.0,N,N,2.0,22.0,98.0,61.0,1020.0,1014.5,,,9.8,16.1,No,No
2009-01-14,Melbourne,20.4,32.6,0.0,18.6,12.3,N,57.0,N,S,35.0,24.0,14.0,64.0,1008.0,1009.5,3.0,4.0,32.2,22.7,No,No
2013-08-22,Townsville,15.5,26.4,0.0,6.0,9.8,ENE,43.0,SSE,ENE,13.0,26.0,71.0,53.0,1017.6,1014.2,2.0,1.0,20.9,25.0,No,No
2013-07-15,Cairns,19.4,26.8,0.6,5.4,5.1,SE,48.0,SSE,SE,19.0,28.0,82.0,69.0,1018.0,1015.3,5.0,6.0,22.0,23.6,No,No
2010-04-22,AliceSprings,13.4,28.5,0.0,6.8,11.0,SE,30.0,,E,0.0,22.0,66.0,35.0,1018.9,1015.0,0.0,3.0,21.1,27.7,No,No
2012-01-23,Bendigo,18.1,32.5,0.0,,,NE,37.0,NE,ESE,24.0,13.0,44.0,27.0,1020.7,1016.4,0.0,1.0,22.5,29.9,No,No
2014-10-23,Perth,14.3,23.4,2.2,6.4,10.4,SW,31.0,WSW,SW,11.0,17.0,64.0,62.0,1015.7,1016.0,3.0,4.0,20.6,21.0,Yes,No
2011-05-20,Bendigo,7.6,18.3,0.0,1.0,,SSE,17.0,SE,ENE,7.0,9.0,76.0,44.0,1027.5,1023.6,7.0,5.0,9.8,17.2,No,No
2017-01-11,Canberra,16.1,36.0,0.0,,,W,57.0,W,WNW,13.0,31.0,53.0,28.0,1008.4,1005.2,,1.0,27.6,35.0,No,No
2014-06-01,Darwin,23.6,33.3,0.0,3.8,10.9,E,46.0,E,ENE,20.0,22.0,75.0,41.0,1012.1,1009.1,1.0,3.0,27.2,32.4,No,No
2009-03-09,GoldCoast,24.2,28.1,0.0,,,SE,65.0,SE,SE,43.0,44.0,66.0,69.0,1016.5,1014.0,,,25.7,26.1,No,Yes
2010-01-27,Nuriootpa,15.2,30.1,0.0,8.0,7.7,SE,41.0,ESE,ESE,15.0,17.0,63.0,32.0,1015.4,1012.7,7.0,6.0,19.6,28.8,No,No
2011-05-11,PearceRAAF,13.4,23.8,0.0,,9.6,E,46.0,E,ENE,24.0,17.0,59.0,29.0,1030.3,1026.1,0.0,0.0,16.5,23.2,No,No
2014-02-21,MountGinini,2.2,18.5,0.0,,,WSW,52.0,SE,NW,6.0,7.0,38.0,42.0,,,,,10.3,17.8,No,No
2016-02-14,Hobart,14.2,22.3,0.0,8.8,11.3,WNW,67.0,NW,WNW,28.0,24.0,52.0,38.0,1002.0,1001.8,4.0,5.0,16.9,20.7,No,No
2016-09-05,MountGinini,-0.5,14.9,0.2,,,SSW,26.0,SSW,W,2.0,6.0,27.0,58.0,,,,,11.3,13.1,No,No
2012-08-15,Albany,9.8,14.4,4.0,2.6,5.8,,,NW,WSW,6.0,30.0,82.0,63.0,1024.9,1024.1,7.0,3.0,11.3,14.0,Yes,No
2013-01-09,Portland,12.3,17.5,1.8,6.2,3.0,WSW,43.0,SW,W,24.0,24.0,66.0,61.0,1008.8,1009.3,8.0,8.0,13.3,15.6,Yes,No
2015-12-20,Watsonia,24.4,39.3,1.0,19.8,6.2,N,61.0,N,SSW,28.0,33.0,19.0,47.0,1001.3,1003.1,5.0,7.0,34.8,27.1,No,Yes
2012-02-17,GoldCoast,21.6,29.7,0.0,,,SSE,44.0,SSE,SSE,31.0,35.0,62.0,61.0,1016.9,1014.9,,,27.3,28.2,No,No
2013-03-17,BadgerysCreek,16.2,24.1,0.0,,,SW,43.0,SSW,SSE,19.0,15.0,62.0,34.0,1013.3,1014.8,,,19.0,23.0,No,No
2011-01-31,Moree,19.8,36.8,0.0,11.4,14.0,NNE,33.0,NNE,E,19.0,9.0,63.0,23.0,1018.0,1013.1,0.0,0.0,24.8,34.7,No,No
2009-06-07,CoffsHarbour,10.8,20.0,0.0,1.8,6.8,,,N,E,15.0,9.0,64.0,59.0,1010.5,1007.0,7.0,2.0,14.7,19.2,No,No
2016-05-10,CoffsHarbour,21.6,26.6,0.0,,,WSW,30.0,NW,NE,13.0,9.0,70.0,56.0,1009.8,1007.6,2.0,,23.1,24.9,No,No
2010-03-08,Watsonia,16.0,22.4,35.8,7.0,6.4,NNW,54.0,N,N,7.0,22.0,99.0,75.0,1006.4,1004.7,6.0,7.0,17.1,19.2,Yes,Yes
2016-04-12,Melbourne,,,,4.0,5.7,SSW,35.0,SSW,SSE,22.0,19.0,,,,,,,,,,
2013-08-04,Townsville,13.5,27.4,0.0,3.6,9.8,NE,30.0,,NE,0.0,17.0,78.0,40.0,1020.3,1015.8,1.0,1.0,21.4,25.9,No,No
2013-04-17,Sydney,14.2,23.6,0.0,4.0,7.7,SSE,30.0,WNW,SSE,13.0,17.0,75.0,65.0,1016.7,1014.0,1.0,7.0,17.7,21.9,No,No
2017-04-16,Cairns,22.1,30.0,2.4,,,SE,48.0,SSE,ESE,17.0,33.0,73.0,55.0,1015.3,1012.1,1.0,5.0,25.8,29.2,Yes,No
2016-02-16,Penrith,,29.6,,,,ESE,35.0,S,ESE,13.0,15.0,48.0,48.0,,,,,26.5,26.7,,No
2014-09-26,Nhil,6.4,19.1,0.4,,,W,41.0,W,W,19.0,31.0,89.0,65.0,1021.6,1019.3,,,11.8,16.6,No,No
2014-03-17,Katherine,20.9,36.5,0.0,8.0,,,,ENE,ESE,19.0,26.0,61.0,29.0,1012.8,1009.0,3.0,3.0,29.8,36.0,No,No
2015-04-19,Sale,9.0,15.7,1.6,,,SSW,48.0,W,SSW,26.0,31.0,76.0,46.0,1024.0,1027.5,7.0,,11.9,14.7,Yes,Yes
2015-08-08,MountGinini,-3.8,5.2,0.0,,,SSW,22.0,ESE,W,4.0,7.0,52.0,65.0,,,,,1.0,4.3,No,No
2009-11-10,Townsville,21.5,29.9,1.2,10.4,6.2,E,52.0,ESE,ENE,15.0,30.0,64.0,60.0,1013.9,1010.9,7.0,4.0,25.7,27.9,Yes,No
2013-01-01,Melbourne,15.4,25.3,0.0,7.0,13.0,SSW,50.0,SSW,SSE,7.0,20.0,63.0,47.0,1013.7,1011.8,,,18.1,24.3,No,No
2009-01-30,Bendigo,22.0,43.2,0.0,12.0,,S,39.0,ENE,SW,11.0,11.0,28.0,9.0,1013.3,1009.7,0.0,1.0,31.5,41.7,No,No
2015-01-20,NorfolkIsland,18.8,26.3,0.0,5.4,8.6,ENE,43.0,ESE,E,17.0,28.0,75.0,76.0,1013.8,1012.9,5.0,7.0,23.3,24.7,No,Yes
2016-10-25,Katherine,21.0,38.0,0.0,11.0,,ENE,37.0,SE,E,7.0,6.0,53.0,,1012.4,1007.7,0.0,,30.0,,No,No
2016-03-11,Mildura,19.6,35.2,0.0,4.0,8.6,SW,28.0,,SE,0.0,11.0,75.0,31.0,1016.5,1014.0,3.0,2.0,22.6,33.4,No,No
2015-11-16,WaggaWagga,11.8,25.8,0.0,6.0,13.2,SSE,30.0,NE,SE,13.0,7.0,56.0,35.0,1019.7,1016.2,0.0,3.0,17.0,24.6,No,No
2010-03-14,Sale,8.9,26.2,0.0,4.0,10.1,E,37.0,SW,W,7.0,13.0,99.0,42.0,1029.6,1025.4,1.0,2.0,12.1,25.3,No,No
2014-11-18,Sale,8.5,20.6,0.0,,,WSW,46.0,W,W,24.0,30.0,66.0,49.0,1020.0,1019.3,6.0,2.0,14.1,19.7,No,No
2014-06-10,Cairns,16.1,26.7,7.0,2.6,10.3,SSE,35.0,SSE,SE,22.0,19.0,76.0,58.0,1013.5,1010.3,1.0,1.0,21.1,26.2,Yes,Yes
2016-11-28,Cairns,24.3,33.6,0.0,9.2,,ESE,39.0,SSE,ESE,19.0,22.0,66.0,56.0,1012.3,1009.5,8.0,8.0,28.0,30.1,No,
2013-03-15,AliceSprings,14.2,35.5,0.0,10.8,11.6,SSE,31.0,ESE,SSE,15.0,15.0,25.0,12.0,1015.0,1010.8,0.0,0.0,24.0,34.4,No,No
2010-10-14,CoffsHarbour,16.3,26.0,0.0,4.8,5.8,NNE,50.0,NNE,NNE,13.0,35.0,69.0,72.0,1015.6,1011.1,7.0,7.0,19.6,21.8,No,No
2015-12-09,Walpole,12.2,19.7,0.2,,,SSE,30.0,SSW,SSE,11.0,15.0,59.0,59.0,1020.5,1019.5,,,17.2,17.4,No,No
2009-02-18,PearceRAAF,17.7,32.1,0.0,,12.5,ESE,67.0,E,SE,19.0,20.0,55.0,24.0,1012.8,1009.7,0.0,0.0,20.6,31.1,No,No
2016-11-20,Darwin,21.2,32.7,41.0,11.6,5.9,SSE,43.0,S,ENE,9.0,7.0,91.0,52.0,1011.0,1007.1,8.0,1.0,24.3,32.0,Yes,No
2009-07-12,GoldCoast,9.7,21.4,0.0,,,NE,26.0,WNW,NNE,9.0,20.0,68.0,60.0,1017.8,1014.0,,,16.1,20.4,No,No
2010-11-25,Cobar,17.4,29.8,0.0,8.4,,NE,46.0,NNE,N,22.0,15.0,49.0,38.0,1019.4,1016.3,6.0,7.0,23.2,28.2,No,No
2015-01-02,Uluru,21.6,42.4,2.2,,,N,41.0,NNW,ENE,17.0,20.0,23.0,10.0,1006.6,1002.7,,6.0,33.6,40.3,Yes,No
2010-03-01,Albany,17.0,24.9,0.0,10.2,11.7,,,ENE,E,15.0,54.0,64.0,59.0,1019.9,1015.4,1.0,1.0,21.5,23.8,No,No
2010-08-29,PearceRAAF,6.1,21.9,0.0,,10.4,W,28.0,W,WSW,2.0,19.0,87.0,53.0,1018.1,1015.4,,1.0,13.4,20.6,No,Yes
2013-06-20,Nuriootpa,1.6,13.6,0.0,2.0,3.9,N,24.0,NE,N,6.0,9.0,89.0,60.0,1023.8,1019.4,6.0,6.0,6.5,13.0,No,No
2017-01-19,MelbourneAirport,8.9,25.8,0.0,8.8,11.8,SSE,33.0,SE,SSW,22.0,6.0,58.0,31.0,1014.0,1009.0,2.0,1.0,16.1,24.0,No,Yes
2016-12-18,AliceSprings,23.1,37.8,0.0,,,NE,48.0,ESE,ENE,28.0,15.0,20.0,18.0,1012.4,1007.3,,,28.9,36.2,No,No
2016-07-09,Canberra,3.6,13.1,1.0,,,W,17.0,,N,0.0,13.0,92.0,69.0,1025.7,1023.7,8.0,6.0,8.1,11.9,No,No
2016-01-19,Tuggeranong,11.9,34.3,0.0,,,WNW,35.0,N,SW,9.0,19.0,54.0,21.0,1016.6,1011.8,,,21.4,32.3,No,No
2015-05-27,Melbourne,,,,3.2,6.5,N,61.0,N,N,30.0,37.0,,,,,,,,,,
2011-10-11,Woomera,8.3,21.1,0.0,6.6,,SE,33.0,SSE,SSE,22.0,15.0,61.0,30.0,1019.2,1016.4,1.0,0.0,13.1,20.0,No,No
2011-05-20,Richmond,5.3,22.6,0.0,1.0,,ESE,17.0,,NE,0.0,9.0,99.0,42.0,1029.2,1024.2,,,9.4,22.3,No,No
2011-05-05,Tuggeranong,0.3,15.6,0.0,,,SE,37.0,SSE,SSE,13.0,9.0,60.0,38.0,1024.1,1022.4,,,9.8,15.1,No,No
2015-11-21,GoldCoast,21.9,31.3,0.0,,,SSE,56.0,NW,N,24.0,24.0,40.0,78.0,1014.8,1010.6,,,29.3,26.0,No,Yes
2017-05-06,Hobart,8.4,18.5,0.0,4.0,4.3,NW,54.0,NW,WNW,9.0,33.0,68.0,62.0,1011.6,1007.0,6.0,7.0,11.1,13.4,No,Yes
2010-08-14,Tuggeranong,3.3,12.5,0.0,,,,,NW,NW,13.0,15.0,77.0,55.0,1015.0,1010.1,,,7.0,11.8,No,
2014-12-27,PerthAirport,16.9,35.0,0.0,11.2,13.3,E,52.0,NE,SW,20.0,26.0,22.0,12.0,1016.8,1013.5,5.0,3.0,28.8,33.9,No,No
2013-07-26,Portland,6.0,15.7,0.0,0.8,6.4,NNW,35.0,NNW,NW,15.0,19.0,99.0,67.0,1024.2,1022.9,8.0,,9.1,15.4,No,No
2017-06-01,Mildura,-0.1,14.7,0.0,1.4,7.8,SE,31.0,SSE,SE,6.0,13.0,90.0,45.0,1037.7,1035.3,0.0,0.0,4.5,14.3,No,No
2009-04-30,Bendigo,-1.3,15.1,0.0,1.6,,WNW,20.0,SSE,N,6.0,11.0,61.0,26.0,1023.4,1021.2,0.0,2.0,8.7,14.5,No,No
2014-01-31,NorfolkIsland,18.4,23.0,0.0,8.6,6.4,S,48.0,S,SSE,28.0,30.0,62.0,56.0,1013.4,1011.2,8.0,7.0,19.9,21.6,No,Yes
2011-09-05,Dartmoor,6.1,17.6,0.2,,8.8,NNW,43.0,N,NNW,17.0,19.0,94.0,60.0,1021.9,1016.3,,,10.4,16.5,No,Yes
2016-10-14,Newcastle,9.0,20.0,0.0,,,,,,,0.0,,82.0,,,,1.0,,13.6,,No,No
2010-01-28,MountGinini,10.7,22.6,0.0,,,NW,43.0,NNE,WNW,13.0,19.0,98.0,36.0,,,,,11.8,21.5,No,No
2016-01-24,MountGinini,10.1,21.0,0.2,,,NW,28.0,NNE,W,4.0,13.0,98.0,60.0,,,,,11.5,20.3,No,No
2009-05-17,NorahHead,11.9,19.2,0.0,,,SSE,33.0,W,SSE,9.0,22.0,63.0,59.0,1018.4,1017.2,,,14.6,17.6,No,No
2013-11-26,Katherine,24.0,36.7,11.0,4.0,,S,56.0,W,NE,15.0,11.0,83.0,54.0,1005.6,1000.4,4.0,7.0,28.8,36.4,Yes,Yes
2012-03-05,SalmonGums,15.8,34.1,0.0,,,ENE,41.0,N,ENE,24.0,22.0,29.0,13.0,,,,,25.9,32.9,No,No
2015-12-05,Bendigo,16.2,36.1,0.0,,,ESE,41.0,ENE,SW,11.0,7.0,28.0,12.0,1019.5,1016.0,,1.0,26.3,35.2,No,No
2009-04-15,AliceSprings,14.8,33.9,0.0,8.6,10.5,ESE,33.0,,ESE,0.0,7.0,30.0,15.0,1015.0,1010.8,2.0,1.0,25.8,33.4,No,No
2014-10-26,Ballarat,9.0,23.7,0.0,,,N,37.0,SE,NW,19.0,11.0,83.0,41.0,1013.4,1011.9,,2.0,12.6,21.0,No,Yes
2015-09-24,Woomera,7.4,20.4,0.0,8.0,,SE,39.0,SE,SE,24.0,24.0,42.0,17.0,1032.6,1027.1,0.0,0.0,13.0,19.7,No,No
2011-11-16,Williamtown,17.8,25.0,0.0,7.4,3.7,SSW,50.0,NW,SSW,11.0,30.0,69.0,86.0,1015.6,1017.4,7.0,8.0,22.9,20.6,No,Yes
2010-08-30,Cairns,21.0,24.2,20.0,0.6,0.0,SSE,39.0,S,S,20.0,20.0,98.0,92.0,1017.2,1014.8,8.0,8.0,21.3,22.4,Yes,Yes
2017-01-09,Launceston,11.2,25.4,0.0,,,NW,43.0,N,NW,6.0,22.0,67.0,50.0,,,,,17.1,24.6,No,No
2012-03-23,CoffsHarbour,19.4,28.4,0.6,1.6,9.1,NNE,30.0,NNW,NE,6.0,17.0,74.0,60.0,1004.7,1001.2,3.0,1.0,22.8,27.3,No,No
2014-09-06,PearceRAAF,13.0,22.7,,,3.5,NW,67.0,N,NW,28.0,41.0,82.0,65.0,1004.3,1003.8,8.0,8.0,19.7,20.5,,
2016-06-17,Nhil,7.7,15.1,4.8,,,SSE,30.0,NNW,W,7.0,9.0,98.0,80.0,1011.8,1011.9,,,11.7,14.9,Yes,No
2015-01-21,Woomera,15.6,30.7,0.0,15.4,12.5,SSW,54.0,SSW,S,39.0,30.0,65.0,34.0,1009.7,1008.4,2.0,0.0,18.7,27.5,No,No
2011-08-07,Watsonia,3.5,13.0,7.6,1.2,2.0,N,24.0,NE,N,7.0,9.0,100.0,71.0,1014.6,1012.0,4.0,6.0,6.6,12.0,Yes,No
2014-02-04,SalmonGums,12.8,31.4,0.0,,,ENE,37.0,ENE,E,20.0,19.0,54.0,29.0,,,,,21.4,30.9,No,No
2013-07-15,Tuggeranong,6.8,11.8,5.2,,,N,22.0,ENE,N,9.0,9.0,99.0,95.0,1025.3,1023.2,,,10.3,11.3,Yes,Yes
2013-07-07,PearceRAAF,3.7,16.5,0.0,,9.3,E,28.0,SW,SE,9.0,19.0,73.0,38.0,1031.2,1028.3,,,9.2,15.9,No,No
2012-06-17,Cobar,3.7,17.0,1.4,0.2,,WSW,33.0,NW,W,6.0,19.0,81.0,47.0,1025.1,1024.2,0.0,3.0,9.3,16.7,Yes,No
2016-12-19,Perth,14.5,27.3,0.0,8.8,13.2,SW,35.0,SE,SW,9.0,20.0,49.0,46.0,1016.8,1013.8,0.0,0.0,21.2,24.8,No,No
2009-05-31,Nuriootpa,7.8,11.9,0.0,1.6,0.3,ESE,30.0,ESE,E,17.0,15.0,71.0,70.0,1028.4,1025.9,7.0,8.0,8.6,11.4,No,No
2015-08-17,Albury,5.5,14.2,0.0,,,WSW,43.0,WNW,WNW,17.0,19.0,82.0,64.0,1018.3,1015.8,8.0,5.0,9.8,13.4,No,No
2016-11-14,PerthAirport,13.1,37.1,0.0,9.8,12.9,ENE,50.0,NE,NNE,31.0,17.0,12.0,6.0,1014.2,1008.6,0.0,0.0,28.5,36.2,No,No
2016-09-05,Williamtown,6.0,20.9,0.0,15.4,,NW,26.0,WNW,ESE,17.0,17.0,66.0,54.0,1030.5,1027.3,,,13.3,19.8,No,No
2016-12-08,Williamtown,16.8,32.3,,,,SW,41.0,WNW,ENE,9.0,20.0,75.0,52.0,1009.1,1000.6,,1.0,22.5,31.3,,
2015-10-11,Walpole,10.7,20.3,0.0,,,SE,37.0,E,ESE,11.0,24.0,75.0,71.0,1026.2,1023.7,,,15.9,18.7,No,No
2016-11-06,Moree,9.1,28.3,0.0,,,S,48.0,S,SW,26.0,28.0,29.0,20.0,1013.4,1011.1,,,20.5,27.4,No,No
2010-02-17,NorahHead,19.8,24.0,0.0,,,S,52.0,SSW,S,24.0,31.0,75.0,73.0,1016.1,1015.5,,,21.1,23.6,No,No
2013-08-01,Sydney,8.1,19.6,0.0,3.4,10.1,W,30.0,WNW,ESE,24.0,15.0,71.0,54.0,1023.3,1020.1,2.0,3.0,11.0,17.5,No,No
2014-10-20,Wollongong,17.0,17.5,0.0,,,SSW,76.0,S,S,50.0,33.0,70.0,66.0,1029.9,1030.7,6.0,8.0,17.0,16.4,No,Yes
2015-05-26,Ballarat,-1.4,12.8,0.0,,,NNE,31.0,ENE,NNE,7.0,17.0,99.0,74.0,,1025.1,,8.0,6.4,12.4,No,No
2009-01-30,Cairns,23.8,31.7,0.0,7.2,4.4,SSE,43.0,SSE,NW,11.0,9.0,70.0,70.0,1005.1,1001.0,8.0,7.0,28.8,29.9,No,Yes
2008-09-17,Darwin,23.6,33.1,0.0,7.0,10.2,WNW,39.0,,NW,0.0,30.0,67.0,61.0,1014.4,1010.8,3.0,1.0,28.8,30.6,No,No
2013-07-21,GoldCoast,13.6,20.8,5.0,,,NNW,24.0,WNW,ENE,7.0,13.0,61.0,57.0,1018.2,1016.2,,,17.2,19.5,Yes,No
2017-03-23,Brisbane,23.1,29.3,0.6,1.4,0.9,NE,17.0,,ENE,0.0,6.0,83.0,59.0,1016.5,1013.7,8.0,7.0,25.7,29.0,No,No
2016-08-30,Cobar,11.5,23.3,0.0,,,N,35.0,NE,NNE,17.0,20.0,59.0,50.0,1022.0,1018.5,4.0,8.0,14.4,20.6,No,Yes
2014-05-01,Mildura,9.9,16.5,0.0,1.6,0.6,NNE,20.0,,WNW,0.0,9.0,73.0,52.0,1019.6,1015.3,8.0,8.0,12.5,15.2,No,No
2011-03-01,Cairns,24.1,28.2,0.8,2.6,0.9,S,26.0,SSE,,13.0,0.0,89.0,91.0,1010.3,1008.3,7.0,8.0,26.3,25.0,No,Yes
2015-10-22,Newcastle,17.4,,5.6,,,,,,,0.0,,93.0,,,,8.0,,18.5,,Yes,Yes
2013-03-31,BadgerysCreek,14.7,25.1,0.0,,,SW,39.0,S,SW,9.0,17.0,77.0,44.0,1011.3,1011.2,,,17.7,24.1,No,No
2012-03-31,NorahHead,16.9,25.1,0.0,,,W,19.0,W,E,9.0,9.0,87.0,65.0,1018.8,1017.1,,,18.8,23.9,No,No
2016-07-01,Melbourne,7.3,14.1,6.4,2.4,3.1,WSW,28.0,SW,WSW,9.0,9.0,89.0,61.0,1019.1,1020.7,8.0,7.0,10.2,13.3,Yes,No
2009-08-08,Brisbane,10.5,22.7,0.0,2.8,10.0,E,28.0,SW,E,9.0,15.0,69.0,47.0,1019.7,1016.7,1.0,1.0,16.4,20.5,No,No
2015-05-26,Cairns,20.6,27.7,4.0,3.2,5.5,SE,48.0,SSE,S,20.0,17.0,85.0,73.0,1021.2,1017.8,6.0,7.0,22.9,24.8,Yes,Yes
2009-09-09,MountGambier,5.9,14.8,0.6,0.2,4.6,SSW,31.0,WSW,SSW,15.0,22.0,81.0,79.0,1018.8,1016.8,2.0,7.0,11.1,12.8,No,No
2010-12-06,GoldCoast,20.5,24.6,22.8,,,E,46.0,SE,SE,33.0,31.0,92.0,92.0,1011.6,1010.1,,,22.5,22.3,Yes,Yes
2014-04-22,NorahHead,13.8,25.1,0.0,,,N,19.0,WNW,,6.0,0.0,68.0,43.0,1018.7,1015.2,,,18.8,24.5,No,No
2009-09-23,SydneyAirport,16.9,22.1,10.6,11.2,8.0,NW,81.0,NW,W,56.0,48.0,38.0,31.0,996.3,998.0,7.0,2.0,17.1,21.8,Yes,No
2017-06-25,AliceSprings,9.6,,0.0,,,,,WSW,E,6.0,17.0,36.0,19.0,1021.4,1017.5,1.0,1.0,15.6,26.3,No,
2014-02-16,WaggaWagga,19.8,30.5,12.8,1.0,10.2,W,52.0,WSW,WSW,15.0,30.0,86.0,38.0,1001.4,1000.7,7.0,2.0,21.8,29.0,Yes,No
2012-03-17,Bendigo,8.7,21.8,0.2,,,SW,35.0,S,S,17.0,19.0,70.0,47.0,1018.4,1018.3,0.0,2.0,14.1,20.5,No,No
2012-03-28,Adelaide,16.3,28.8,0.0,2.4,10.3,WNW,24.0,,WSW,0.0,11.0,57.0,28.0,1019.9,1017.7,,,19.0,28.2,No,No
2008-12-27,Perth,14.9,28.8,0.0,9.4,13.2,SW,39.0,S,SSW,9.0,19.0,56.0,36.0,1013.2,1011.3,0.0,0.0,20.2,28.4,No,No
2017-04-25,Launceston,13.2,19.1,8.8,,,NW,28.0,,NNW,0.0,15.0,98.0,74.0,,,8.0,1.0,14.5,17.8,Yes,Yes
2015-01-28,Portland,13.5,20.6,0.0,3.6,11.3,SE,57.0,SE,SE,26.0,35.0,71.0,60.0,1020.5,1019.9,8.0,,15.5,19.5,No,No
2016-11-15,Adelaide,10.3,19.5,0.0,,,WSW,28.0,SW,WSW,7.0,15.0,65.0,52.0,1024.0,1022.4,,,14.1,18.8,No,No
2013-06-27,Wollongong,12.7,15.4,8.8,,,SW,26.0,SW,SSW,11.0,17.0,93.0,89.0,1023.7,1021.6,8.0,8.0,13.9,15.1,Yes,Yes
2014-05-12,SalmonGums,8.6,24.7,0.0,,,NW,41.0,NNW,WNW,17.0,20.0,53.0,34.0,,,,,16.7,23.1,No,No
2010-04-01,Cobar,16.1,28.6,0.0,2.8,10.8,SW,24.0,NE,WSW,2.0,11.0,66.0,31.0,1019.1,1017.1,1.0,5.0,20.5,27.7,No,No
2010-11-16,Nuriootpa,5.7,20.1,0.0,4.6,9.9,SSE,33.0,SSE,W,17.0,9.0,60.0,33.0,1017.8,1015.4,3.0,4.0,13.5,19.0,No,No
2012-03-28,Cairns,21.8,29.6,4.0,3.4,7.3,S,43.0,SE,SE,19.0,26.0,100.0,61.0,1013.9,1009.5,7.0,3.0,22.6,29.1,Yes,No
2016-02-19,Perth,19.7,30.6,0.0,9.0,12.1,SE,43.0,ESE,ESE,15.0,17.0,49.0,34.0,1016.1,1012.1,1.0,3.0,24.2,29.9,No,No
2009-08-10,Melbourne,9.0,13.8,0.0,3.2,0.0,N,35.0,N,E,13.0,17.0,68.0,50.0,1017.7,1012.5,8.0,7.0,9.6,12.6,No,No
2016-04-18,AliceSprings,10.7,30.9,0.0,7.6,11.1,WSW,35.0,NNW,SSE,6.0,13.0,34.0,12.0,1017.0,1012.2,3.0,1.0,20.7,30.1,No,No
2016-01-26,Newcastle,22.5,,0.0,,,,,NE,,9.0,,53.0,,,,8.0,,24.5,,No,No
2010-11-05,Portland,9.8,17.2,0.0,2.6,12.6,ENE,46.0,E,ESE,24.0,22.0,67.0,63.0,1025.1,1021.5,6.0,1.0,12.5,16.7,No,No
2010-01-01,Walpole,10.5,21.8,0.0,,,SSW,35.0,WSW,S,9.0,19.0,76.0,51.0,1019.8,1021.3,,,17.5,19.7,No,No
2010-03-07,AliceSprings,15.1,27.8,0.0,8.2,11.7,ESE,31.0,SSE,SSE,19.0,15.0,35.0,26.0,1014.1,1009.9,0.0,1.0,21.8,27.1,No,No
2012-11-18,Witchcliffe,13.8,24.4,0.0,,,SW,41.0,S,SSW,20.0,22.0,61.0,62.0,1010.3,1010.8,,,21.1,21.0,No,No
2017-03-24,WaggaWagga,14.5,27.4,0.4,3.2,,E,44.0,ESE,E,13.0,24.0,65.0,41.0,1018.2,1015.4,,,18.7,26.2,No,No
2012-10-26,NorahHead,17.7,22.2,0.0,,,SSW,52.0,SSW,ESE,17.0,13.0,75.0,67.0,1010.3,1008.0,,,19.0,20.3,No,No
2013-01-21,Tuggeranong,17.4,33.9,0.0,,,E,33.0,ESE,NNW,6.0,15.0,69.0,28.0,1014.5,1008.6,,,20.1,32.1,No,No
2009-09-29,Mildura,4.7,22.6,0.0,4.0,10.0,N,33.0,NNE,N,20.0,15.0,55.0,26.0,1016.6,1011.5,6.0,6.0,13.9,21.9,No,No
2013-10-27,MountGambier,6.6,16.0,0.0,3.4,2.8,E,26.0,E,ENE,11.0,9.0,79.0,67.0,1024.7,1021.9,6.0,8.0,11.6,14.3,No,Yes
2017-05-07,NorahHead,15.5,21.0,0.2,,,SSE,35.0,W,S,6.0,19.0,66.0,40.0,1023.6,1023.1,,,18.4,19.2,No,No
2009-06-26,Launceston,4.1,13.3,10.2,,,S,15.0,NNW,S,4.0,7.0,99.0,92.0,1005.5,1005.8,,,8.5,12.7,Yes,Yes
2010-03-11,Walpole,16.4,33.8,0.0,,,NE,41.0,NE,SE,19.0,20.0,50.0,32.0,1021.9,1017.9,,,22.9,30.3,No,No
